Unnamed: 0,REGION,ZONE,SUB_ZONE,INSTALLATION_KEY,INST_TYPE_CODE,INSTALLATION_TYPE_DESC,METER_SIZE,BILL_ESTIMATE_ACTUAL,BILL_VALID_INVALID,MAIN_SERVICE,SHADOW_SERVICE,WATER_AMOUNT,SEWER_AMOUNT,BILL_AMOUNT,BILL_VOLUME,MONTH,YEAR,NEGATIVE,final_cluster,gmm_cluster,BILL_VALID_BINARY,High_Loss,Cluster
797459,8,29,21,CV-7059825,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,6.37484552449171,7.2909674688198605,1094623.0,8194.0,Nov,2024.0,False,2,1,0,1,2
803646,9,26,34,CV-7066364,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,11.521479688613699,13.152131561971256,1955135.0,14616.0,Nov,2024.0,False,2,1,0,1,2
813758,1,12,17,CV-7076901,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,7.371805542102237,8.42739288038419,1261376.0,9437.0,Nov,2024.0,False,2,1,0,1,2
833885,8,22,48,CV-7097795,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,10.745717952258968,12.26857567915815,1825423.0,13648.0,Nov,2024.0,False,2,1,0,1,2
836470,10,8,38,CV-7100474,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT, ,13.669259802717402,-0.15370753291925315,1382350.0,17295.0,Nov,2024.0,False,2,2,0,1,2
848152,4,28,60,CV-7112797,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,6.743492630610694,7.710839066024435,1156263.0,8654.0,Nov,2024.0,False,2,1,0,1,2
849458,0,24,11,CV-7114168,DOM,DOMESTIC,4.742360434243062,ACTUAL,VALID,WAT,SEW,6.622920984707213,7.575783749532303,1136237.0,8504.0,Nov,2024.0,False,2,1,0,1,2
850038,8,29,21,CV-7114767,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT, ,29.083507261421126,-0.15370753291925315,2921069.0,36530.0,Nov,2024.0,False,1,2,0,1,2
850089,8,22,48,CV-7114726,GOV,GOVERNMENT,4.742360434243062,ACTUAL,VALID,WAT,SEW,6.749463110916317,7.717008676852924,1157224.0,8662.0,Nov,2024.0,False,2,1,0,1,2
878295,0,5,35,CV-7144184,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,10.171469943803407,11.61390390656031,1729368.0,12932.0,Nov,2024.0,False,2,1,0,1,2
926416,8,29,21,CV-7194452,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT, ,23.004396270506213,-0.15370753291925315,2314225.0,28945.0,Nov,2024.0,False,2,2,0,1,2
933787,9,14,41,CV-7202142,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,5.598292398968951,6.407141137312904,964816.0,7224.0,Nov,2024.0,False,2,1,0,1,2
936609,0,5,35,CV-7205195,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,5.6643583681226115,6.48051724856351,975752.0,7308.0,Nov,2024.0,False,2,1,0,1,2
940547,1,12,17,CV-7209198,INDST,INDUSTRIAL,2.7153512441946357,ACTUAL,VALID,WAT,SEW,6.69540822546474,7.65607320551949,1148223.0,8594.0,Nov,2024.0,False,2,1,0,1,2
942920,8,11,32,CV-7211685,BLK-WSP,BULK WATER SERVICE PROVIDER,6.769369624291487,ACTUAL,VALID,WAT, ,6.081720987205091,-0.15370753291925315,624928.0,19529.0,Nov,2024.0,False,2,2,0,1,2
952163,8,11,32,CV-7221409,BLK-WSP,BULK WATER SERVICE PROVIDER,6.769369624291487,ACTUAL,VALID,WAT, ,12.452904669044052,-0.15370753291925315,1260928.0,39404.0,Nov,2024.0,False,2,2,0,1,2
961524,0,24,11,IN-001235148,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,13.389919461572623,15.279565503024594,2267512.0,16948.0,Nov,2024.0,False,2,1,0,1,2
962222,8,22,0,IN-001235989,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,16.9321373073246,19.313983893555505,2859792.0,21368.0,Nov,2024.0,False,2,1,0,1,2
962733,0,5,10,IN-001236171,COM,COMMERCIAL,-0.3251625408780024,ACTUAL,VALID,WAT,SEW,7.162017289484201,7.392330794123263,1179198.75,10369.0,Nov,2024.0,False,2,2,0,1,2
964175,10,8,43,IN-001237857,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT,SEW,5.650373820292663,6.465828503878696,973487.0,7290.0,Nov,2024.0,False,2,1,0,1,2
964206,10,8,43,IN-001237852,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT,SEW,8.791888289828353,10.043864723535071,1498767.0,11210.0,Nov,2024.0,False,2,1,0,1,2
964615,10,8,43,IN-001238291,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,10.742512325249237,12.264924621791154,1824887.0,13644.0,Nov,2024.0,False,2,1,0,1,2
967615,0,24,3,CV-7199698,GOV,GOVERNMENT,4.742360434243062,ACTUAL,VALID,WAT,SEW,6.684198548515089,7.643632565602318,1146368.0,8579.0,Nov,2024.0,False,2,1,0,1,2
967726,10,8,38,IN-001241228,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT, ,15.654254170233239,-0.15370753291925315,1580501.0,20318.0,Nov,2024.0,False,2,2,0,1,2
985636,10,13,57,IN-001249472,GOV,GOVERNMENT,4.742360434243062,ACTUAL,VALID,WAT, ,19.695728387581898,-0.15370753291925315,1983939.0,24830.0,Nov,2024.0,False,2,2,0,1,2
991182,8,22,0,CV-7203580,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,7.136993363639493,8.159648673471128,1222096.0,9144.0,Dec,2024.0,False,2,1,0,1,2
991963,8,22,0,CV-001235989,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,16.138394006962162,18.41181775999674,2727184.0,20376.0,Dec,2024.0,False,2,1,0,1,2
1002437,0,24,3,CV-7055993,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,11.90055510009871,13.585119920827632,2018592.0,15088.0,Dec,2024.0,False,2,1,0,1,2
1006189,0,24,3,CV-7199698,GOV,GOVERNMENT,4.742360434243062,ACTUAL,VALID,WAT,SEW,7.4479391835833315,8.51380123806977,1274088.0,9532.0,Dec,2024.0,False,2,1,0,1,2
1022832,0,24,11,CV-7114168,DOM,DOMESTIC,4.742360434243062,ACTUAL,VALID,WAT,SEW,5.857527448212078,6.70510798576388,1008322.0,7548.0,Dec,2024.0,False,2,1,0,1,2
1025053,0,24,11,CV-001235148,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,9.895896214395062,11.305017692095076,1683585.0,12584.0,Dec,2024.0,False,2,1,0,1,2
1038250,10,21,15,CV-7066075,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,6.5816184842037195,7.526798729858436,1129216.0,8451.0,Dec,2024.0,False,2,1,0,1,2
1046551,1,12,17,CV-7001624,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,12.25798251168364,13.992821326808885,2078392.0,15534.0,Dec,2024.0,False,2,1,0,1,2
1047715,1,12,17,CV-7076901,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,6.858103813792957,7.84200668254245,1175464.0,8796.0,Dec,2024.0,False,2,1,0,1,2
1065489,8,29,21,CV-7016147,COM,COMMERCIAL,14.877406384485191,ACTUAL,VALID,WAT, ,32.313987898061235,-0.15370753291925315,3243550.0,40560.0,Dec,2024.0,False,1,2,0,1,2
1065671,8,29,21,CV-7026697,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT, ,19.170917158167022,-0.15370753291925315,1931550.0,24160.0,Dec,2024.0,False,2,2,0,1,2
1066206,8,29,21,CV-7058785,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT, ,22.169781225769714,-0.15370753291925315,2230910.0,27902.0,Dec,2024.0,False,2,2,0,1,2
1066220,8,29,21,CV-7059391,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT, ,10.753742037367697,-0.15370753291925315,1091310.0,13657.0,Dec,2024.0,False,2,2,0,1,2
1067273,8,29,21,CV-7114767,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT, ,25.26962254417891,-0.15370753291925315,2540350.0,31770.0,Dec,2024.0,False,2,2,0,1,2
1069714,8,29,21,CV-7194452,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT, ,17.572110687064036,-0.15370753291925315,1771950.0,22165.0,Dec,2024.0,False,2,2,0,1,2
1098296,8,11,32,CV-7203632,BLK-WSP,BULK WATER SERVICE PROVIDER,6.769369624291487,ACTUAL,VALID,WAT, ,6.232706019363388,-0.15370753291925315,640000.0,20000.0,Dec,2024.0,False,2,2,0,1,2
1098665,8,11,32,CV-7221409,BLK-WSP,BULK WATER SERVICE PROVIDER,6.769369624291487,ACTUAL,VALID,WAT, ,10.799762820126139,-0.15370753291925315,1095904.0,34247.0,Dec,2024.0,False,2,2,0,1,2
1102181,9,26,34,CV-7034303,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT,SEW,14.354462576047252,16.380612844824466,2428936.0,18150.0,Dec,2024.0,False,2,1,0,1,2
1102195,9,26,34,CV-7066364,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,6.8164306626664635,7.7945429367714985,1168496.0,8744.0,Dec,2024.0,False,2,1,0,1,2
1108956,0,5,35,CV-7144184,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,9.233473428003107,10.547440191486709,1572640.0,11760.0,Dec,2024.0,False,2,1,0,1,2
1115756,10,8,38,CV-7100474,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT, ,10.38349211774385,-0.15370753291925315,1054350.0,13195.0,Dec,2024.0,False,2,2,0,1,2
1139933,10,8,43,CV-001237852,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT,SEW,7.2700268845433005,8.311776063762641,1244376.0,9310.0,Dec,2024.0,False,2,1,0,1,2
1139936,10,8,43,CV-001238291,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,10.412342760831423,11.889812283419015,1769736.0,13231.0,Dec,2024.0,False,2,1,0,1,2
1140331,3,1,44,CV-7016540,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT,SEW,15.062906145197648,17.187496522930648,2547392.0,19034.0,Dec,2024.0,False,2,1,0,1,2
1154327,8,22,48,CV-7003994,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT,SEW,6.247982835581634,7.1533259866927725,1073816.0,8030.0,Dec,2024.0,False,2,1,0,1,2
1156722,8,22,48,CV-7097795,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,9.299188781702577,10.6228953770713,1583664.0,11842.0,Dec,2024.0,False,2,1,0,1,2
1164442,5,4,50,CV-7012412,BLK-WSP,BULK WATER SERVICE PROVIDER,14.877406384485191,ACTUAL,VALID,WAT, ,17.917216469830315,-0.15370753291925315,1806400.0,56450.0,Dec,2024.0,False,1,2,0,1,2
1173978,8,11,52,CV-7011213,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,14.165330582473166,16.165200460171683,2397312.0,17914.0,Dec,2024.0,False,2,1,0,1,2
1174069,8,11,52,CV-7018701,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,15.45559545388961,17.634142540826527,2613016.0,19524.0,Dec,2024.0,False,2,1,0,1,2
1174653,8,11,52,CV-7055639,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,5.6404163413936885,6.45668395741784,971952.0,7275.0,Dec,2024.0,False,2,1,0,1,2
1197290,10,13,57,CV-001249470,GOV,GOVERNMENT,4.742360434243062,ACTUAL,VALID,WAT, ,23.08068017575339,-0.15370753291925315,2321840.0,29062.0,Dec,2024.0,False,2,2,0,1,2
1208431,4,28,60,CV-7013340,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT,SEW,8.896882591981425,10.164079167952098,1516360.0,11340.0,Dec,2024.0,False,2,1,0,1,2
1209177,4,28,60,CV-7043883,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT,SEW,20.429125759486162,23.299366555282454,3444656.0,25730.0,Dec,2024.0,False,1,1,0,1,2
1217239,10,13,62,CV-7024996,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT,SEW,7.093717399008134,8.110967908577845,1214896.0,9090.0,Dec,2024.0,False,2,1,0,1,2
1234464,1,12,17,CV-7001409,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,5.474074352341902,6.265966919122381,944064.0,7069.0,Jan,2025.0,False,2,1,0,1,2
1234581,0,24,4,CV-7001518,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,5.575422253771407,6.379572273583409,960902.0,7197.0,Jan,2025.0,False,2,1,0,1,2
1234671,1,12,17,CV-7001624,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,12.473560928088002,14.237442170397637,2114384.0,15803.0,Jan,2025.0,False,2,1,0,1,2
1237002,8,22,48,CV-7003994,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT,SEW,6.69381542954428,7.654585737703306,1147976.0,8591.0,Jan,2025.0,False,2,1,0,1,2
1237785,0,15,14,CV-7004802,DOM,DOMESTIC,-0.3251625408780024,ACTUAL,VALID,WAT,SEW,6.7457265519331,7.715791657730592,1156779.0,8658.0,Jan,2025.0,False,2,1,0,1,2
1243838,8,11,52,CV-7011213,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,13.602743042265498,15.523831382702667,2303208.0,17212.0,Jan,2025.0,False,2,1,0,1,2
1245098,5,4,50,CV-7012412,BLK-WSP,BULK WATER SERVICE PROVIDER,14.877406384485191,ACTUAL,VALID,WAT, ,20.69970071427621,-0.15370753291925315,2084160.0,65130.0,Jan,2025.0,False,1,2,0,1,2
1246016,4,28,60,CV-7013340,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT,SEW,6.869323508327014,7.855393892888103,1177376.0,8810.0,Jan,2025.0,False,2,1,0,1,2
1248720,8,29,21,CV-7016147,COM,COMMERCIAL,14.877406384485191,ACTUAL,VALID,WAT, ,29.605233074839134,-0.15370753291925315,2973150.0,37180.0,Jan,2025.0,False,1,2,0,1,2
1249087,3,18,45,CV-7016540,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT,SEW,23.96129596807952,27.319603292429523,4035094.0,30139.0,Jan,2025.0,False,1,1,0,1,2
1251127,8,11,52,CV-7018701,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,13.90567479468501,15.869464813444983,2353896.0,17590.0,Jan,2025.0,False,2,1,0,1,2
1255757,9,26,34,CV-7023683,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT,SEW,6.521472907433655,7.454673443816893,1118945.0,8379.0,Jan,2025.0,False,2,1,0,1,2
1255932,8,22,48,CV-7023860,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,15.320157712728504,17.47958111229035,2590352.0,19355.0,Jan,2025.0,False,2,1,0,1,2
1257152,10,13,62,CV-7024996,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT,SEW,6.388479456867469,7.307735287838658,1096976.0,8210.0,Jan,2025.0,False,2,1,0,1,2
1258804,8,29,21,CV-7026697,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT, ,20.084520855940156,-0.15370753291925315,2022750.0,25300.0,Jan,2025.0,False,2,2,0,1,2
1266029,9,26,34,CV-7034303,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT,SEW,9.304367872840173,10.626969010522439,1584422.0,11850.0,Jan,2025.0,False,2,1,0,1,2
1275064,4,28,60,CV-7043883,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT,SEW,27.26512535773602,31.084637880840898,4587640.0,34260.0,Jan,2025.0,False,1,1,0,1,2
1279260,8,11,52,CV-7048109,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,8.539455180396498,9.757594781093177,1456632.0,10894.0,Jan,2025.0,False,2,1,0,1,2
1281118,8,29,21,CV-7050067,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT, ,11.621665550252176,-0.15370753291925315,1177950.0,14740.0,Jan,2025.0,False,2,2,0,1,2
1286305,8,11,52,CV-7055639,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,5.782185195899011,6.614456964193504,995438.0,7455.0,Jan,2025.0,False,2,1,0,1,2
1286769,0,24,4,CV-7055993,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,13.26374798598652,15.13803632092339,2246544.0,16789.0,Jan,2025.0,False,2,1,0,1,2
1287176,1,12,17,CV-7056524,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,7.177865108013554,8.205895400119749,1228912.0,9195.0,Jan,2025.0,False,2,1,0,1,2
1289479,8,29,21,CV-7058785,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT, ,37.586442922315136,-0.15370753291925315,3769870.0,47139.0,Jan,2025.0,False,1,2,0,1,2
1290051,8,29,21,CV-7059391,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT, ,9.348876000353398,-0.15370753291925315,951070.0,11904.0,Jan,2025.0,False,2,2,0,1,2
1290362,8,29,21,CV-7059825,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,6.37004710156152,7.28582894363668,1093840.0,8187.0,Jan,2025.0,False,2,1,0,1,2
1296254,10,21,15,CV-7066075,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,7.330933797728176,8.381146153735571,1254560.0,9386.0,Jan,2025.0,False,2,1,0,1,2
1296531,9,26,34,CV-7066364,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,8.821570392421574,10.075895990713118,1503625.0,11248.0,Jan,2025.0,False,2,1,0,1,2
1300181,10,8,38,CV-7070010,DOM,DOMESTIC,4.742360434243062,ACTUAL,VALID,WAT, ,11.602972737751685,-0.15370753291925315,1176084.0,14722.0,Jan,2025.0,False,2,2,0,1,2
1306609,1,12,17,CV-7076901,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,8.358337254346736,9.55070153029672,1426312.0,10668.0,Jan,2025.0,False,2,1,0,1,2
1326690,8,22,48,CV-7097795,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,10.120630702945967,11.557566063022353,1720960.0,12867.0,Jan,2025.0,False,2,1,0,1,2
1329269,10,8,38,CV-7100474,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT, ,8.937754336355487,-0.15370753291925315,910030.0,11391.0,Jan,2025.0,False,2,2,0,1,2
1342237,0,24,11,CV-7114168,DOM,DOMESTIC,4.742360434243062,ACTUAL,VALID,WAT,SEW,5.89519356557641,6.747703655045504,1014602.0,7595.0,Jan,2025.0,False,2,1,0,1,2
1342816,8,29,21,CV-7114767,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT, ,16.061458958728636,-0.15370753291925315,1621150.0,20280.0,Jan,2025.0,False,2,2,0,1,2
1362480,8,11,52,CV-7135232,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,7.97082703679237,9.108129145851978,1361446.0,10186.0,Jan,2025.0,False,2,1,0,1,2
1370997,0,5,35,CV-7144184,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,12.545647465469312,14.316227255525275,2126241.0,15896.0,Jan,2025.0,False,2,1,0,1,2
1407666,3,18,45,CV-7182663,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,12.48878765638422,14.25569745723262,2116984.0,15822.0,Jan,2025.0,False,2,1,0,1,2
1418935,8,29,21,CV-7194452,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT, ,18.45125389448257,-0.15370753291925315,1859710.0,23262.0,Jan,2025.0,False,2,2,0,1,2
1444580,8,11,32,CV-7221409,BLK-WSP,BULK WATER SERVICE PROVIDER,6.769369624291487,ACTUAL,VALID,WAT, ,11.669769990566941,-0.15370753291925315,1182752.0,36961.0,Jan,2025.0,False,2,2,0,1,2
1450679,4,23,40,CV-001230893,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,5.553413620832727,6.356026334174956,957312.0,7168.0,Jan,2025.0,False,2,1,0,1,2
1453903,0,24,11,CV-001235148,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,14.409719571627479,16.43992562399479,2437961.0,18222.0,Jan,2025.0,False,2,1,0,1,2
1454603,8,22,0,CV-001235989,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,10.431576522889804,11.911718627620994,1772952.0,13255.0,Jan,2025.0,False,2,1,0,1,2
1456547,10,8,43,CV-001237857,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT,SEW,5.9477057430295535,6.805106390315501,1023240.0,7660.0,Jan,2025.0,False,2,1,0,1,2
1456578,10,8,43,CV-001237852,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT,SEW,6.364437254294492,7.27974384802502,1092920.0,8180.0,Jan,2025.0,False,2,1,0,1,2
1456989,10,8,43,CV-001238291,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,12.31408098435392,14.056106321170153,2087736.0,15604.0,Jan,2025.0,False,2,1,0,1,2
1459979,0,24,4,CV-7199698,GOV,GOVERNMENT,4.742360434243062,ACTUAL,VALID,WAT,SEW,7.021620844042419,8.027382359134341,1202754.0,9001.0,Jan,2025.0,False,2,1,0,1,2
1478731,5,4,50,CV-001250723,BLK-WSP,BULK WATER SERVICE PROVIDER,14.877406384485191,ACTUAL,VALID,WAT, ,17.912408029315717,-0.15370753291925315,1805920.0,56435.0,Jan,2025.0,False,1,2,0,1,2
1480940,1,12,17,CV-7001409,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,6.368444288056655,7.284611924514349,1093608.0,8185.0,Feb,2025.0,False,2,1,0,1,2
1481057,0,24,4,CV-7001518,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,5.539789706041374,6.340205085584638,955016.0,7151.0,Feb,2025.0,False,2,1,0,1,2
1481147,1,12,17,CV-7001624,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,15.396291354209598,17.56720648909826,2603136.0,19450.0,Feb,2025.0,False,2,1,0,1,2
1483475,8,22,48,CV-7003994,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT,SEW,6.5327326723053325,7.472032869353492,1121096.0,8390.0,Feb,2025.0,False,2,1,0,1,2
1490236,8,11,52,CV-7011213,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,13.601821424500201,15.5214480535881,2302975.0,17212.0,Feb,2025.0,False,2,1,0,1,2
1491498,5,4,50,CV-7012412,BLK-WSP,BULK WATER SERVICE PROVIDER,14.877406384485191,ACTUAL,VALID,WAT, ,22.446767434579225,-0.15370753291925315,2258560.0,70580.0,Feb,2025.0,False,1,2,0,1,2
1492416,4,28,60,CV-7013340,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT,SEW,6.693014022791847,7.654585737703306,1147896.0,8590.0,Feb,2025.0,False,2,1,0,1,2
1495114,8,29,21,CV-7016147,COM,COMMERCIAL,14.877406384485191,ACTUAL,VALID,WAT, ,32.370086370731514,-0.15370753291925315,3249150.0,40630.0,Feb,2025.0,False,1,2,0,1,2
1495473,3,18,45,CV-7016540,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT,SEW,6.620086008320483,7.570611418262391,1135648.0,8499.0,Feb,2025.0,False,2,1,0,1,2
1497495,8,11,52,CV-7018701,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,16.891596143235915,19.268649931248635,2853063.0,21317.0,Feb,2025.0,False,2,1,0,1,2
1502088,9,26,34,CV-7023683,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT,SEW,6.525920714909656,7.466353446782609,1120080.0,8379.0,Feb,2025.0,False,2,1,0,1,2
1502263,8,22,48,CV-7023860,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,15.320157712728504,17.47958111229035,2590352.0,19355.0,Feb,2025.0,False,2,1,0,1,2
1503482,10,13,62,CV-7024996,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT,SEW,8.800713781689517,10.054547446942209,1500280.0,11220.0,Feb,2025.0,False,2,1,0,1,2
1505130,8,29,21,CV-7026697,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT, ,12.819768645138874,-0.15370753291925315,1297550.0,16235.0,Feb,2025.0,False,2,2,0,1,2
1512280,9,26,34,CV-7034303,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT,SEW,9.626162736695068,10.995303228504923,1638336.0,12250.0,Feb,2025.0,False,2,1,0,1,2
1525439,8,11,52,CV-7048109,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,11.601510170428496,13.243188256582409,1968511.0,14716.0,Feb,2025.0,False,2,1,0,1,2
1527278,8,29,21,CV-7050067,GOV,GOVERNMENT,10.82338800438834,ACTUAL,VALID,WAT, ,11.541524875008918,-0.15370753291925315,1169950.0,14640.0,Feb,2025.0,False,2,2,0,1,2
1532415,8,11,52,CV-7055639,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,5.639164143343013,6.453387863961524,971632.0,7275.0,Feb,2025.0,False,2,1,0,1,2
1532878,0,24,4,CV-7055993,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,11.932611370196014,13.621630494497595,2023952.0,15128.0,Feb,2025.0,False,2,1,0,1,2
1533284,1,12,17,CV-7056524,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,9.036327366904693,10.323508672977603,1539712.0,11514.0,Feb,2025.0,False,2,1,0,1,2
1535582,8,29,21,CV-7058785,COM,COMMERCIAL,10.82338800438834,ACTUAL,VALID,WAT, ,35.18622969877958,-0.15370753291925315,3530270.0,44144.0,Feb,2025.0,False,1,2,0,1,2
1536150,8,29,21,CV-7059391,GOV,GOVERNMENT,6.769369624291487,ACTUAL,VALID,WAT, ,8.983434521244144,-0.15370753291925315,914590.0,11448.0,Feb,2025.0,False,2,2,0,1,2
1541814,5,20,12,CV-7065571,COM,COMMERCIAL,14.877406384485191,ACTUAL,VALID,WAT,SEW,30.649876794219402,34.94394074210291,5153841.0,38480.0,Feb,2025.0,False,1,1,0,1,2
1542295,10,21,15,CV-7066075,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,7.24197764820816,8.278916547459675,1239632.0,9275.0,Feb,2025.0,False,2,1,0,1,2
1542572,9,26,34,CV-7066364,COM,COMMERCIAL,4.742360434243062,ACTUAL,VALID,WAT,SEW,8.823153170757628,10.080104848511183,1504032.0,11248.0,Feb,2025.0,False,2,1,0,1,2
1552563,1,12,17,CV-7076901,COM,COMMERCIAL,6.769369624291487,ACTUAL,VALID,WAT,SEW,7.130582109620033,8.152346558737136,1221024.0,9136.0,Feb,2025.0,False,2,1,0,1,2
